LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-05-03 14:10:14,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:14,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:14,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:14,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:14,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-69,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-69,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-60,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-70,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-70,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-69,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-63,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-68,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-63,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:15,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-64,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-64,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-64,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-64,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-64,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-69,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-68,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-10, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,8C:88:2B:00:73:6E,-63,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-53, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,,40:9F:38:EC:8C:5B,-69,,0.000000,0.000000,0.000,0.000,Client
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-05-03 14:10:16,1900-01-00 00:00:00,Palace of Joe Tsai,94:BF:C4:32:CC:88,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
